timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
3/5/2025 1:02:19,678c070c7787cc581cc49afa,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Conservative,Work,Integrity,Thoughtful,Confident,Learning new things,4,"Trust, Loyalty, Shared experiences",Financial stability,Convocation day during my college days and my wedding day,Trust ,Get some food stuff and keep some for welfarism,"like-post: post-a02de3  
like-post: post-3b6b25  
comment-post: post-b50e43: Sleep quality is so important! This mattress cover sounds like a game-changer.  
add-note: post-e7bb58: This claim is false. Studies show COVID-19 vaccines and boosters provide protection against severe illness from Omicron.  
ignore: post-3fa5ef, post-9e09d3, post-c31764, post-6be7d0, post-a41a79, post-8b9e63  ","like-post: post-ddbcb2  
like-post: post-1718ae  
like-post: post-cca0c0  
like-post: post-ccb7b4  
like-post: post-5de5ff  

comment-post: post-735100: Honoring sci-fi, horror, and fantasy creators is important. Their work has shaped incredible stories that inspire generations.  

comment-post: post-33e715: Wallace & Gromit always brings nostalgic joy! Excited to see how Netflix adapts the classic British humor. 🎥🐶🧀 #Anticipation  

add-note: post-29054b: This claim is false. Official election records confirm that Wisconsin had more registered voters than votes cast in 2020. No credible evidence supports widespread fraud.  

add-note: post-6900e8: This is misinformation. Life insurance companies continue to cover deaths post-COVID-19 vaccination. The vaccines are not classified as experimental.  

ignore: post-0e91a2, post-c890f0, post-7d2e8b, post-f7530f, post-950c89, post-c84e51, post-eda706, post-9b758b, post-21477d, post-66bc98  "
3/5/2025 1:03:10,5fee99daeae54318b087e9b5,35-44,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$60,000 - $69,999",Liberal,Work,"Integrity, Compassion, Independence",Outgoing,Reserved,Dog sports,7,"Loyalty, Intellectual connection",Career growth,Buying my first house.,Loyalty.,Save it.,"like-post: post-3fa5ef
share-post: post-6be7d0 
comment-post: none
ignore-post: post-b50e43
add-note: none","like-post:post-1718ae, post-0e91a2, post-33e715
share-post: post-6900e8
comment-post: none
add-note: none"
3/5/2025 1:03:50,6100dd0240e57d5cb3908402,18-24,Female,No Religion,Hispanic or Latino,Technical/community college,"English, Spanish",Urban,"Less than $10,000",Very liberal,School,Compassion,Outgoing,"Reserved, Awkward",Watching movies,2,"Emotional connection, Shared experiences",Graduate college,Not sure,Kind,Use it on food,like-post: post-c31764,like-post: post-1718ae
3/5/2025 1:04:27,5dfd077e3690bd03bfa91d48,55-64,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$100,000 - $149,999",Conservative,Spending time with family,Integrity,Thoughtful,Confident,Family,5,"Trust, Loyalty",Family,Grandsons,Honesty,Hold on to it for awhile,Like,Comment.    Life insurance is criminal. People need to put that money in the stock market. Will have a much better return
3/5/2025 1:04:53,61282ca83be28773ac7c421f,35-44,Female,Christianity,White or Caucasian,Technical/community college,English,small town,"$10,000 - $19,999",Moderate,Work,Integrity,"Introverted, Thoughtful","Reserved, Awkward",hiking,3,"Trust, Loyalty",Financial stability,Having my 2 children and watching them grow up.,loyalty,Catch up my electric bill or get my car tag which is expired right now.,"like-post: post-b50e43, add-note:post-6be7d0 article contains misinformation, like-post:post-e7bb58","like-post: post-1718ae, share-post: post-1718ae, add-note: post-735100: ignore Fact checker who has not verified nor verified the post,  like-post: post-bd8ac4, add-note:post-bd8ac4: fact check and verified 95% accurate"
3/5/2025 1:07:09,63d423b81f5e313b9958723c,35-44,Male,No Religion,Asian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Liberal,Hobbies,"Integrity, Compassion","Extroverted, Outgoing","Reserved, Neutral",Playing video games,5,"Trust, Fun",Financial stability,Being promoted,Trust,deposit into bank,like-post: post-3fa5ef,like-post: post-c84e51 
3/5/2025 1:09:24,65457d010fa4284b0c637029,25-34,Female,Christianity,Hispanic or Latino,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Liberal,Relaxing by yourself,Compassion,Thoughtful,Neutral,listening to music,1,"Trust, Fun, Emotional connection, Shared experiences",Personal development,when I met my best friend,kindness,spend it on clothes for myself,"like-post: post-a41a79
share-post: post-a02de3
comment-post: post-a02de3: finally, I've been waiting for this","like-post: post-eda706 
share-post: post-33e715
comment-post: post-33e715: so excited, I can't wait"
3/5/2025 1:10:42,66f8367b5310ebb97346b93c,18-24,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,"$70,000 - $79,999",Moderate,Relaxing by yourself,"Integrity, Compassion","Extroverted, Thoughtful, Outgoing","Friendly, Neutral",Cooking,1,"Trust, Fun, Loyalty, Emotional connection, Shared experiences",Personal development,Meeting my closest friend,Supportive,Put it into savings,"like-post: post-c31764
comment-post: post-c31764: I know as an independent, I was always berated by many Democrats simply for not blindly voting Kamala. 
add-note: post_id: post-e7bb58: This post contains misinformation, Covid-19 vaccines have been proven effective against Omnicron","comment-post: post-0e91a2: Not sure if the government should be meddling in what our kids watch. 
like-post: post-c84e51 
comment-post: post-6900e8: Is it specifically in regards to Covid related deaths, or just dying in general? Either way, not surprised to see insurance companies try to bail on fulfilling their agreements. "
3/5/2025 1:10:43,56e6a66af6ed900006a5867c,35-44,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,"$40,000 - $49,999",Moderate,Spending time with family,Compassion,Outgoing,"Reserved, Awkward",Video gaming,3,"Trust, Loyalty, Emotional connection",Personal development,Losing my best friend 6 years ago.,Honesty.,Invest it into an index fund or cryptocurrency.,Covid vaccines prevent your risk of hospitalization or more serious issues.,Most of these claims are false. Life insurance companies have paid covid victims.
3/5/2025 1:10:50,67ba348a7c1ce0cc342aade6,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$30,000 - $39,999",Liberal,Work,Integrity,"Introverted, Thoughtful","Friendly, Neutral",singing,2,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection",Financial stability,having my baby,understanding,get a gift card ,a bit confused,sorry just confused
3/5/2025 1:10:55,6737baa242fb816259c039ab,18-24,Female,Spiritual but not religious,Hispanic or Latino,Secondary education (e.g. GED/GCSE),English,Urban,"$30,000 - $39,999",Moderate,Relaxing by yourself,"Integrity, Compassion, Independence","Introverted, Thoughtful","Friendly, Reserved",journaling,1,"Trust, Fun, Intellectual connection, Emotional connection",Financial stability,adopting my cat :),honesty,save 75% of it and spend the extra on treating myself,"like-post: post-a41a79
share-post: post-a41a79
comment-post: post-3fa5ef: we can live without screens but okay
add-note: post-e7bb58: no source or research to back it up","like-post: post-735100
share-post: post-c84e51
comment-post: post-6900e8: could you please provide source or research for your claim?
add-note: post-9b758b: needs more importance on gambling moderation"
3/5/2025 1:12:56,6660e9d5def9dbf513c4f7b9,35-44,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Conservative,Spending time with family,"Integrity, Compassion, Ambition","Introverted, Thoughtful","Friendly, Reserved",Swimming ,3,"Trust, Fun",Career growth,Giving birth to my 2 kids. ,One that will forsure stick around. ,Spend it on a night out to enjoy myself and my fiance or a girlfriend. ,I would like the Apple Watch post and the sleep pod post. , post_id: post-6900e8   I would not like it and put a down finger on it and probably give a rude comment like “ this is not right they pay a monthly fee for this Insurence and someone passes away from something unexpected that no one knew about in time to protect them self in a timely matter. 
3/5/2025 1:13:07,62d9528ed4256ae12b504b06,18-24,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Liberal,Work,"Compassion, Ambition, Independence","Introverted, Outgoing","Reserved, Neutral",Gardening,3,"Intellectual connection, Emotional connection",Career growth,"Graduating from college, as it represents the culmination of years of hard work and the start of new opportunities.","The trait I value most in friends is **honesty**, as it fosters trust and deepens the connection between people.","If I had $100, I would donate it to a charity or cause that supports education or environmental sustainability.","1. **add-note**: post-e7bb58: The claim that COVID-19 vaccines and boosters are useless against the omicron variant is misleading; vaccines have been shown to provide protection against severe illness, even with the omicron variant.
  
2. **like-post**: post-3fa5ef  

3. **comment-post**: post-9e09d3: It's always exciting to look back at the best gadgets of the year! What was your favorite gadget in 2024? 

4. **share-post**: post-a02de3  

5. **ignore**: post-c31764  

6. **ignore**: post-6be7d0","1. **like-post**: post-ddbcb2  
2. **share-post**: post-1718ae  
3. **comment-post**: post-0e91a2: It's so important to focus on high-quality children's content, especially on platforms like YouTube, where kids spend so much time.  
4. **add-note**: post-29054b: This claim about more votes than registered voters in Wisconsin has been debunked. No evidence of voter fraud has been proven.  
5. **like-post**: post-c890f0  
6. **comment-post**: post-7d2e8b: Great win for Australia, but that match was intense! Nathan Lyon’s delivery was crucial in securing the lead.  
7. **add-note**: post-735100: The information about 2024 is speculative as the post refers to events beyond the current date (October 2023). Verify closer to the time.  
8. **share-post**: post-c84e51  
9. **like-post**: post-950c89  
10. **comment-post**: post-66bc98: It’s alarming to see the Welsh Ambulance Service struggling with such high demand. Hopefully, things improve soon.  
11. **add-note**: post-9b758b: The claim about betting on Luigi Mangione is misleading. It's illegal to bet on this type of market in the U.S. without following legal channels.  
12. **share-post**: post-c31764  
13. **like-post**: post-5de5ff  
14. **ignore**: post-6900e8  
15. **comment-post**: post-33e715: Wallace & Gromit’s humor never fails! Excited to see how Netflix adds to this classic.  
16. **add-note**: post-9b758b: This article should be clarified as it could confuse the nature of prediction markets. Gambling laws vary by region.  
17. **ignore**: post-0e91a2  
18. **ignore**: post-7d2e8b  
19. **like-post**: post-ccb7b4  
20. **comment-post**: post-bd8ac4: Carter’s impact on U.S.-China relations remains one of the most significant historical events. It truly reshaped global dynamics.  "
3/5/2025 1:13:27,673d6b4fb7181b12310a27e2,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$80,000 - $89,999",Conservative,Relaxing by yourself,Integrity,Introverted,Neutral,meditation while listening to music out in nature,4,"Intellectual connection, Emotional connection",Personal development,When I had my true spiritual awakening ,integrity and authenticity ,Buy some groceries or pay my phone bill ,"like-post: post-ddbcb2
like-post: post-1718ae
like-post: post-cca0c0
like-post: post-c84e51
like-post: post-ccb7b4
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
add-note: post-e7bb58: This claim is false. Studies show that COVID-19 vaccines and boosters still provide protection against severe illness from Omicron.
add-note: post-29054b: False claim. Official election data confirms that the number of votes did not exceed registered voters in Wisconsin.
add-note: post-6900e8: Misinformation. Life insurance policies do cover deaths after COVID-19 vaccination, and vaccines are not classified as experimental by regulatory authorities.

","ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
ignore
add-note: post-e7bb58: This post contains misinformation. COVID-19 vaccines and boosters have been shown to provide protection against severe illness and hospitalization from the omicron variant
"
3/5/2025 1:13:28,66f1c48727616cf7c9f2c84a,35-44,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Conservative,Work,Integrity,Analytical,"Confident, Friendly, Reserved",Watching trending news and events,1,"Trust, Loyalty",Financial stability,celebration for my promotion at my workplace.,Honesty,Invest in a stock market,"action, covid 19 and boosters
target, post_id: post-e7bb58
content, The article contains misinformation , the vaccines and the boosters are capable of preventing the virus ","Action, Welsh Ambulance Service
Target, post_id: post-66bc98
content, This is a critical institution that need a lot of concentration . more ambulances should be added and manning the sectors will help to deal with emerging issues.
"
3/5/2025 1:14:12,675d222d2d028eb21bb06d30,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,Hobbies,Ambition,Thoughtful,Friendly,playing game,1,"Trust, Loyalty",Personal development,death,trust,invest,nice,the content and action with target is good
3/5/2025 1:16:25,5e6482c9142c3c204d56baa0,35-44,Male,No Religion,White or Caucasian,Technical/community college,English,Suburban,"$50,000 - $59,999",Very liberal,Relaxing by yourself,Integrity,Thoughtful,Friendly,Games,5,"Trust, Fun",Personal development,Sobering up,Fun,Save,ignore-post: post-8b9e63,ignore-post: post-eda706 
3/5/2025 1:16:49,655f9592d623b0eda5248835,18-24,Female,No Religion,Black or African American,Technical/community college,English,Urban,"Less than $10,000",Very liberal,Spending time with family,Compassion,Thoughtful,Awkward,Playing video games,4,"Trust, Emotional connection",Financial stability,One of the most meaningful events in my life was earning my associate's degree in one year.,I value kindness the most in friends.,I would probably deposit it in my bank account and spend it on clothing.,"add-note: post-e7bb58: this article contains harmful misinformation about covid-19 comment-post: post-6be7d0: I agree that Elon Musk and Donald Trump are two of the most dangerous people on the internet, if not in the world right now.",like-post: post-ddbcb2 like-post: post-1718ae 
3/5/2025 1:18:07,671fdf7f79e09b7843fa1bc6,35-44,Male,Spiritual but not religious,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Moderate,Hobbies,"Integrity, Compassion, Independence",Thoughtful,"Friendly, Reserved",Movies,4,"Trust, Emotional connection",Personal development,Moving to Los Angeles with my brother,Being genuine,Put it towards bills,"like-post: post-6be7d0 
like-post: post-b50e43
add-note: post-e7bb58: the article contains misinformation","like-post: post-1718ae
share-post: post-950c89
add-note: post-29054b: the article contains misinformation
like-post: post-735100
share-post: post-9b758b
add-note: post-6900e8: the article contains misinformation"
3/5/2025 1:18:10,66a89e836a4715dac30bd2d3,75 and older,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$40,000 - $49,999",Conservative,Work,Compassion,Thoughtful,Reserved,watching movies,5,"Trust, Loyalty",Financial stability,Birth of son,Honesty,Buy food,yes,Read post with care some contain mis information
3/5/2025 1:18:14,5f974c72a0ed8c0f9ce724ea,25-34,Male,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$20,000 - $29,999",Liberal,Relaxing by yourself,Integrity,"Extroverted, Outgoing","Reserved, Awkward",Watching sports,5,"Loyalty, Shared experiences",Financial stability,Graduating from University,Honesty,Save it,"like-post: post-c31764 
like-post: post-3b6b25","like-post: post-0e91a2 
comment-post: post-c84e51: Holy crap that's crazy 
comment-post: post-6900e8: This is odd, kind of feels like a loophole "
3/5/2025 1:19:02,67548479896611f20a4da518,55-64,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Very liberal,Work,"Integrity, Independence, Community","Thoughtful, Outgoing, Analytical","Confident, Friendly, Neutral",sport ,4,"Trust, Loyalty, Intellectual connection",Financial stability,wedding ceremony ,betrayed ,I will invest it on crypto currency ,keep this format and the target ,keep this format 
3/5/2025 1:19:38,5dec8925be656d35d4005320,55-64,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Very conservative,Hobbies,Compassion,Introverted,Friendly,computers,5,"Trust, Loyalty",Family,the birth of each of my children,loyalty,go out to eat,like,like
3/5/2025 1:24:05,67aa0dc26cad21201f1e58ec,55-64,Male,Islam,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Conservative,Work,"Integrity, Compassion, Ambition, Independence","Introverted, Thoughtful, Analytical",Reserved,PLAYING FOOTBALL,3,"Trust, Loyalty, Emotional connection",Personal development,GRADUATION FROM COLLEDGE,TRUST,BUY A GIFT FOR MY PARTNER,"like-post: post-a02de3
like-post: post-3b6b25
comment-post: post-8b9e63: This is a great deal for Samsung earbuds!
add-note: post-e7bb58: COVID-19 vaccines and boosters have been shown to provide protection against severe illness and hospitalization from the omicron variant. Misinformation about vaccines can be harmful. Refer to CDC and WHO for accurate information.
ignore","like-post: post-ddbcb2
like-post: post-1718ae
like-post: post-cca0c0
like-post: post-ccb7b4
like-post: post-21477d
comment-post: post-7d2e8b: Impressive win for Australia! Lyon was outstanding in this Test match.
comment-post: post-33e715: Wallace & Gromit always delivers! Looking forward to seeing how Netflix handles the classic British humor. 🧀🐶🎥
add-note: post-29054b: This claim is false. Official election audits and reports confirm that the number of votes did not exceed registered voters in Wisconsin. Refer to official sources like the Wisconsin Elections Commission for verified data.
add-note: post-6900e8: This is misinformation. Life insurance companies do pay out for policyholders who have received COVID-19 vaccines. The vaccines are not classified as experimental by global health agencies. Always check with credible insurance providers.
ignore"
3/5/2025 1:24:22,6763f1133bd483762829334e,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Conservative,Work,Integrity,Outgoing,Confident,Watching ,2,"Trust, Shared experiences",Family,Becoming a mom,trustworthy,Donate to a homeless man,"like-post: post-9e09d3 
share-post: post-3fa5ef
comment-post: post-a02de3: This is the best deal I've seen in a long time.
add-note: post-e7bb58: The claims about Covid 19 are false. Vaccines and booster shots improved immunity against it","like-post: post-0e91a2 
share-post: post-eda706 
comment-post: post-c84e51: A good job to the police for their heroic acts.  
add-note: post-bd8ac4: The fact check and comments verify the claims"
3/5/2025 1:25:10,5d3695969749cc00165c222f,25-34,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,"$10,000 - $19,999",Liberal,Relaxing by yourself,"Compassion, Independence","Introverted, Thoughtful, Analytical","Reserved, Neutral",Gaming,1,"Trust, Intellectual connection, Emotional connection",Financial stability,going on a trip across the United States felt meaningful to me and memorable ,a good sense of humor and to not take things seriously,Save it,"comment-post: post-3fa5ef: why on earth would you put a touch screen on a microwave
comment-post: post-6be7d0 : it's been a rough year online recently
ignore-others
","comment-post: post-9b758b: why on earth would someone bet on that.
comment-post: post-6900e8: definitely need to fact check this claim.
"
3/5/2025 1:28:20,677ac5caa795f974325e5c65,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,Spending time with family,Compassion,Thoughtful,Friendly,cooking,1,"Trust, Loyalty",Family,wedding,love,business,like post post-e7bb58 because it talks health,like-post: post-6900e8 it talks health
3/5/2025 1:30:13,5658000ca9872d0011e1ba26,35-44,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Rural,"Less than $10,000",Very liberal,Hobbies,Compassion,Thoughtful,Reserved,Reading,2,"Trust, Emotional connection",Financial stability,Graduating high school,Kindness,I'd buy something to treat myself. ,add-note: post-e7bb58: This post is inaccurate.,add-note: post-29054b: There's no evidence for this. 
3/5/2025 1:30:22,67a4d2b80e1d69b9a872e76e,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,Socializing,"Ambition, Independence",Extroverted,Reserved,football,1,"Trust, Loyalty",Family,death,trust,invest,like-post_id: post-b50e43 relates to sleep,like post_id: post-ddbcb2 it relates to 'Miscarriage
3/5/2025 1:32:25,678bce747d5530210477b8dd,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,Spending time with family,"Integrity, Independence",Introverted,Confident,cooking,1,"Trust, Emotional connection",Family,birth,truth,invest,like-post_id: post-a02de3 it tells more on The Apple Watch Series,"like-post_id: post-ddbcb2
'Miscarriage"
3/5/2025 1:33:50,67a68bbba5087b1c7c8431df,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,Work,"Integrity, Compassion",Extroverted,"Confident, Friendly",football,1,"Trust, Fun",Family,marriage,loyalty,business,"like-post_id: post-a02de3 
The Apple Watch Series","post_id: post-ddbcb2
'Miscarriage "
3/5/2025 1:41:56,67255b7d44e290655c0ed3cf,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Conservative,Work,Integrity,Extroverted,Reserved,cooking,2,"Loyalty, Emotional connection",Family,having children,trust,buy utilities,"like-post: post-a02de3

share-post: post-b50e43

comment-post: post-3fa5ef: Watching videos while waiting for popcorn sounds like a game-changer! 🍿

add-note: post-e7bb58: According to the CDC and WHO, COVID-19 vaccines and boosters are effective against the Omicron variant, reducing severe illness and hospitalization.","like-post: post-ddbcb2

like-post: post-1718ae

add-note: post-29054b: This claim has been debunked by various fact-checkers, including Snopes and PolitiFact. The number of votes in Wisconsin did not exceed the number of registered voters in the 2020 election.

share-post: post-735100

comment-post: post-eda706: Great deal on the Samsung T9 Portable SSD! Perfect for anyone needing extra storage.

like-post: post-ccb7b4

like-post: post-21477d

comment-post: post-33e715: Wallace & Gromit always brings nostalgic joy! Can't wait to see how Netflix enhances the classic British humor. 🎥🐶🧀 #Anticipation 😊✨."
3/5/2025 1:47:21,673272776cc79a6dfab966d1,25-34,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Very conservative,Spending time with family,Compassion,Extroverted,Confident,READING,2,"Trust, Fun",Personal development,"Completing an important personal or professional milestone, such as earning a degree, achieving a career goal, or overcoming a significant challenge.",LOYALTY,invest it,"like-post: post-a02de3  
like-post: post-3b6b25  
like-post: post-8b9e63  
comment-post: post-c31764: Digital strategy is crucial for political success. It’s interesting to see how engagement levels differ between parties.  
comment-post: post-3fa5ef: A touchscreen on a microwave sounds interesting, but is it practical? Would love to see how users feel about it.  
add-note: post-e7bb58: COVID-19 vaccines and boosters have been shown in studies to reduce severe illness and hospitalization from the omicron variant. This claim is misleading.","like-post: post-ddbcb2  
like-post: post-1718ae  
like-post: post-cca0c0  
like-post: post-bd8ac4  
like-post: post-66bc98  
share-post: post-bd8ac4  
comment-post: post-735100: Honoring creative minds is so important! Their work continues to inspire generations. #SciFi #Horror #Fantasy  
comment-post: post-33e715: Wallace & Gromit always brings nostalgic joy! Excited to see how Netflix handles this classic. 🎥🐶🧀 #BritishHumor  
add-note: post-29054b: This claim has been widely debunked. Wisconsin's official election data confirms the number of registered voters exceeded the number of votes cast.  
add-note: post-6900e8: This is false. Life insurance companies continue to pay claims for policyholders regardless of their COVID-19 vaccination status."
3/5/2025 1:48:15,65957cc2d41780a47a18bd91,25-34,Female,Christianity,Black or African American,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Moderate,Work,"Integrity, Compassion, Ambition, Independence, Community","Introverted, Thoughtful, Analytical","Confident, Friendly, Reserved",Football,3,"Trust, Fun, Loyalty, Emotional connection",Financial stability,My graduation day,Love,Buy ice-cream,"like-post: post-e7bb58
share-post: post-3b6b25
comment-post: post-6be7d0: I think this is not right.
add-note: post-3b6b25 : this gives some credit to Apple TV Plus.","like-post: post-33e715
share-post: post-6900e8 
comment-post: post-66bc98
add-note: post-21477d: this article is encouraging."
3/5/2025 1:48:20,5a6f57166923df0001ef8d02,35-44,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$50,000 - $59,999",Moderate,Relaxing by yourself,Independence,Introverted,Reserved,Reading,4,"Trust, Emotional connection",Financial stability,Trip to Paris,Kindness,Save it,Ignore,Ignore
3/5/2025 1:52:17,67abc1ee2a0e6c33e915f632,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Very conservative,Work,Integrity,Extroverted,Friendly,writing,3,"Trust, Loyalty",Financial stability, Completing an important personal,offering support and honesty.,invest,"like-post: post-a02de3
like-post: post-3b6b25
like-post: post-8b9e63
comment-post: post-c31764: Digital strategy is crucial for political success. It’s interesting to see how engagement levels differ between parties.
comment-post: post-3fa5ef: A touchscreen on a microwave sounds interesting, but is it practical? Would love to see how users feel about it.
add-note: post-e7bb58: COVID-19 vaccines and boosters have been shown in studies to reduce severe illness and hospitalization from the omicron variant","like-post: post-ddbcb2
like-post: post-1718ae
like-post: post-cca0c0
like-post: post-bd8ac4
like-post: post-66bc98
share-post: post-bd8ac4
comment-post: post-735100: Honoring creative minds is so important! Their work continues to inspire generations. #SciFi #Horror #Fantasy
comment-post: post-33e715: Wallace & Gromit always brings nostalgic joy! Excited to see how Netflix handles this classic. 🎥🐶🧀 #BritishHumor
add-note: post-29054b: This claim has been widely debunked. Wisconsin's official election data confirms the number of registered voters exceeded the number of votes cast."
3/5/2025 1:55:11,67abad8657f2530aae715e11,45-54,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Very conservative,Spending time with family,Integrity,Extroverted,Confident,writing,2,Loyalty,Personal development,achieving a career goal,trust,save it,"like-post: post-a02de3  
like-post: post-b50e43  
like-post: post-3b6b25  
share-post: post-a02de3  
share-post: post-3b6b25  
comment-post: post-3fa5ef: A microwave with a 27-inch touchscreen seems excessive, but it could be useful for recipes or entertainment while cooking.  
comment-post: post-b50e43: Smart mattress covers sound like a game-changer for better sleep. Does it adjust automatically based on body temperature?  
add-note: post-e7bb58: This claim is misleading. While effectiveness may vary, studies show COVID-19 vaccines and boosters still provide protection against severe illness and hospitalization from Omicron.","like-post: post-ddbcb2  
like-post: post-1718ae  
like-post: post-cca0c0  
like-post: post-c890f0  
like-post: post-735100  
like-post: post-bd8ac4  
like-post: post-ccb7b4  
like-post: post-5de5ff  

comment-post: post-735100: Honoring creatives is important! Their contributions to sci-fi, horror & fantasy have shaped storytelling for generations. #Legacy  

comment-post: post-bd8ac4: Jimmy Carter’s diplomacy played a huge role in shaping modern US-China relations. Fascinating history! 🌍  

comment-post: post-33e715: Wallace & Gromit never fails to bring joy! Can't wait to see how Netflix adapts its signature British humor. 🧀🎥  

add-note: post-29054b: This claim is false. The number of votes cast in Wisconsin in the 2020 election was lower than the total number of registered voters. Multiple fact-checking organizations have debunked this misinformation.  

add-note: post-6900e8: This claim is false. Life insurance companies have stated that receiving a COVID-19 vaccine does not void policies or prevent payouts. This misinformation has been debunked by insurance companies and regulators."
3/5/2025 2:02:29,67775a3990c24dfe448b78bd,55-64,Male,No Religion,Asian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Moderate,Work,Compassion,Introverted,Reserved,music,5,"Trust, Emotional connection",Financial stability,birth of child,support,save and share,like-post: post-a41a79,like-post: post-bd8ac4
3/5/2025 2:11:55,677b706794388e138823dffd,35-44,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$90,000 - $99,999",Very conservative,Work,"Integrity, Compassion, Ambition, Independence","Extroverted, Thoughtful, Outgoing, Analytical","Confident, Friendly, Reserved",football,2,"Fun, Loyalty, Intellectual connection",Family,Experiencing the delivery of my two children,honesty and integrity,"I would buy a gift for my son , his birthday is in few days","""action"" : likes 1000
""target"" : post_id: post-3fa5ef/ This is amazing
""content"": The LG new microwave screen is very nice

""action"" : likes 2000
""target"" : post_id: post-a02de3 / This is a good discount 
""content"": The Apple Watch Series 10 is a good one to jump on

""action"" : likes 500
""target"" : post_id: post-9e09d3/ cool
""content"": The article is a good one

""action"" : likes 1200
""target"" : post_id: post-c31764/ noted
""content"": The article is informative

""action"" : likes 50
""target"" : post_id: post-6be7d0 / This is shocking
""content"": The article is somehow","
""action"" : likes 10
""target"" : post_id: post-6900e8  / hmmm
""content"": The article is  not good 


""action"" : likes 5
""target"" : post_id: post-66bc98/ wow
""content"": The article reveals shocking information


""action"" : likes 4
""target"" : post_id: post-eda706  This is nice deal
""content"": The article is informative


"
